微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zBzgVaQjM,网友说: 不管东西方，男人还是喜欢在性上严谨的女人吧，难道西方男人不这样吗? 答: 西方男人非常喜欢在性上严谨的女人，女人对性严谨，才会在性爱演练中不断求证并完善自我，就像严谨的科学家在实验演算中不断求证完善成果一样。啥都不干就想结婚的女人，对性非常不严谨，所以他们非常害怕。  ,,无,无,无,2013-06-15 19:30,微博 weibo.com,8,3,19
zByQh5EwK,和吃饭顺序一样，中国人更接受先爱后性，德国人更倾向先性后爱，我年轻时更接受先爱后性，年长后更倾向先性后爱，因为，随着年龄增长，男女面对自身需求及身体反应更加坦然自如，不得不承认，前期铺垫再到位，后期肉搏不搭调，也是白激动，白浪费一顿表情和感情!  ,,无,无,无,2013-06-15 18:24,微博 weibo.com,11,6,9
zByxD6Uqx,网友问: 身为一个剩女，体内关于性的方面刚刚被唤醒，面临着急需嫁掉的处境，又很怕挑到一个不行的男人，咋办？答: 首先定位错误，不要称自己是剩女，其次，不要急着嫁掉，而应急着搞明白自己和男人。就像商品，定位错误又急着卖掉，落到不识货的人手里的几率，才会大涨。  ,,无,无,无,2013-06-15 17:38,微博 weibo.com,20,7,3
zBpksbQWZ,"那些嫁了普通男人还无性的女人，你们要反省! 人家老邓，忍了十几年，人家有盼头，你们忍了一大顿，最后落个啥? 古人说得好，""春宵一刻值千金""，一个男人，要么给女人春宵，要么给女人千金，两手一摊，啥都没有，还闷头寻找处女膜的男人，还有女人造假追着嫁，贱人啊贱人，让我怎么挽救你!  ",,无,无,无,2013-06-14 18:11,微博 weibo.com,11,14,30
zBpcgvz5J,老夫少妻最幸福最令人庆幸的，不是新婚燕尔之时，而是丈夫去世或跟丈夫离婚之际，尤其老头还是个世界顶级大腕，主动提离婚，更是可喜可贺天上掉馅饼的美事儿。泽塔琼斯集美貌名气成就于一身，却三番五次住院治抑郁症，其实，只要道格拉斯一去世，她抑郁症就不治而愈了。  ,,无,无,无,2013-06-14 17:51,微博 weibo.com,19,4,17
zBp6W9PSy,"老公学到Marketing，商品生命周期(Produktlebenszyklus)分五个阶段: 进入(Einführung),增长(Wachstum),成熟(Reife),饱和(Sättigung),衰退(Degeneration)。我给他讲解，让他跟性爱几个阶段挂钩，保证记得又快又准，他发现这绝招真管用，终于明白我是怎么把企业管理读出来的了。  ",,无,无,无,2013-06-14 17:38,微博 weibo.com,10,1,7
zBoXx9vZS,网友问: 无性婚姻如果有宝宝怎么办? 答: 有3条路可走: 1，离婚; 2，干忍; 3，偷情。这3条路有3个风险: 1，找不到下家; 2，早衰; 3，被抓。各家根据各家条件选一条最适合的路去走即可，大家就不必像钻研量子力学那样下功夫钻研婚恋问题了，在这上面人类求索了几千年，没更多新出路可走!  ,,无,无,无,2013-06-14 17:15,微博 weibo.com,6,13,8
zBfUppekQ,"德国最大综艺节目""Wetten, dass...(中文直译叫""打赌""，据说中国也有一个类似节目，不知叫什么)""有一期请来主演""300""的明星Butler，打赌输了，在台上当场把一堆冰块倒进裤裆，台上一对名人夫妻，妻子用英语跟Butler聊天，丈夫在一旁说""你用英语也没用，他有冰镇，起不来了。"" 全场大笑。  ",,无,无,无,2013-06-13 18:12,微博 weibo.com,0,3,4
zBeV8fajn,很多女孩子误以为自己奉上处女膜男性就自然对自己好一生，那我可以以41岁的阅历转告你，大错特错! 我认识的大多数同龄女性当年都是以处女之身结婚的，结果呢? 有几个大叔念及此膜而止步偷情，倒是那些初夜便初婚的女人因年轻时缺乏各种经验历练，导致中年手足无措，面对离与不离都是场错的局面!  ,,无,无,无,2013-06-13 15:41,微博 weibo.com,12,11,38
zB5MHBtAf,一份2009年的国际调查显示，对儿童实施性侵的人，主要是孩童的家人(30%)和熟人朋友，比如家庭朋友、保姆或者邻居(60%)，陌生人仅占(10%)。临床心理学把他们诊断为一种精神障碍，即娈童癖(Pädophilie)。而针对少年(11-15岁)、青年(15-19岁)的性侵行为，分别被称为Hebephilie和Ephebophilie。  ,,无,无,无,2013-06-12 16:26,微博 weibo.com,1,22,7
zB5oF9zu9,"新买了一个吸尘器，吸完地后我很不满""怎么感觉新的还不如旧的吸力大呢?"" 老公不信，斩钉截铁说""不可能，广告上说，新的明明比旧的大30%。"" 我不服""少蒙我，我是富有经验的成熟女人，谁大谁小，我还搞不明白!"" 后经老公仔细研究，发现我把功率调到最小键了，反问""富有经验的成熟女人?""。  ",,无,无,无,2013-06-12 15:27,微博 weibo.com,1,0,2
zB5irwJA8,"网友@忧郁和痛 问: 如果一个男人只关注与女人的性欢乐，请问他把这个女人当作了什么呢? 答: 事实上，只关注处女膜的男人才只关注与女人的性欢乐呢(""见红""是一种性欢乐哦，别扭捏啦)，其他成熟男人还比较关注女性智慧的欢乐，生活的欢乐，幽默的欢乐，知识的欢乐，性格的欢乐...比如我老公。  ",,无,无,无,2013-06-12 15:11,微博 weibo.com,8,14,84
zAYmPioGy,"老公看我捧着本中文旧书在读，问""这本书你不是早就读完了吗，怎么又读?"" 我说""经典书籍常读常新，一辈子读不厌，就跟经典男人一样，一辈子睡不腻。"" 他一听，美坏了，说""你这张甜嘴(Zuckerschnute)，喝咖啡连糖都省了。""  ",,无,无,无,2013-06-11 21:33,微博 weibo.com,8,5,15
zAX3jdcty,出门不带老婆，回家不睡老婆，在西方只有loser的老婆才忍受这样的婚姻，一般受点子教育的女人，多少都有点子女权，再加上法律保障，没人教你如何斗小三，倒是有一堆律师争着为你打土豪分田地除暴安良，因此在西方，只有女loser才智斗小三呢，女winner们都跟律师有一腿，呵呵。  ,,无,无,无,2013-06-11 18:12,微博 weibo.com,9,7,9
zAWTOhki1,网友说: 人要做内心里想的那个自己才幸福，否则做任何事情都会任劳不任怨，因为你心里压根就不想这样却勉为其难~但是，做内心的那个自己又要付出一定代价... 答: 我早就发现了，女人大胆做自己，付出的代价不过是让那些鸡小胸窄的男人早日滚出你的生活而已，讨好那些人而委屈自己，才是出高价买次品!  ,,无,无,无,2013-06-11 17:49,微博 weibo.com,13,21,12
zAW4nkWfS,美国《福布斯》就有过一个统计: 上过它们富豪榜的400个美国富翁当中，离婚者的比例远低于美国平均比例，婚姻持续的长度也高于平均。美国富翁的家庭要比普通西方家庭坚固得多。在过去几十年里，越受过良好教育婚姻越稳定，给孩子提供越有利成长环境，在未来收入和婚姻方面越占优势，良性循环。  ,,无,无,无,2013-06-11 15:42,微博 weibo.com,5,9,7
zAPzoAe7B,"德国人下午有个咖啡时间，必就着甜点喝咖啡，无论男女，对我这个不爱吃甜食的人真是折磨，对着满桌花花绿绿的糕点没一点食欲，勉为其难出于礼貌不得不吃，我跟老公抱怨""你们德国那么大男人还吃甜食，真小儿科。"" 他说""饭桌上小儿科总比床上小儿科强吧，不然你怎么跟我这个小儿科过了这么多年?""  ",,无,无,无,2013-06-10 23:09,微博 weibo.com,5,4,7
zANMzcSqR,第二段婚姻我之所以幸福，是因通过离婚我终于打破了对他人误解及世俗歧视的恐惧，而专心致志做了我自己! 是的，我离婚后反而变得更加勇敢无畏大胆放肆了，我不再害怕失去形象(反正形象也已被破坏了)，不再害怕挑战世俗(反正顺服也不会得到好果子)。你对自己满意，就对婚姻满意!  ,,无,无,无,2013-06-10 18:36,微博 weibo.com,35,18,18
zANCLo7h0,"""觉醒的人不再期待一个令他满意的外在对象。""""关于婚姻问题，不要全副精力把你的箭头都指向外，在另一个人身上花百分之二百的精力，也无法建造出你想要的婚姻。""---所有婚姻问题归根到底，是自己把对自己的不满推到他人身上的结果，婚姻幸福的人不一定是觉醒的人，但觉醒的人一定会拥有幸福的婚姻。  ",,无,无,无,2013-06-10 18:12,微博 weibo.com,13,36,11
zADcx2t7a,"男人比女人更懂爱情的时效性，只爱女人当下的美丽，不介意她未来会不会更美; 而女人却更愿爱情是潜力股，无视男人当下的有趣，更介意他未来会不会发财。结果，等他发财后，外面女人一句话""你真有趣""就生生把男人勾跑了，因为他受够了一辈子被当成潜力股，也想享受下现钞的美妙坏滋味。  ",,无,无,无,2013-06-09 15:40,微博 weibo.com,27,99,22
zACCYE1su,"我这人冲动起来说话丧心病狂，昨天聊起成年人性侵儿童事件，我又犯病了""要是有人性侵我的孩子，我就揣上剪刀把他JB剪下来喂狗!"" 老公说""那么脏的东西拿来喂狗，你也太不人道了。"" ""啊?"" 他接着不紧不慢""依我看，不如直接喂给他本人吧。"" ""啊?"" 原来德国人的丧心病狂是不动声色以人道主义精神搞定的.  ",,无,无,无,2013-06-09 14:12,微博 weibo.com,17,4,11
zAx8QjHkm,网友问: 假设你老公失去了性能力，你还会像现在这样爱他吗？答: 这问题我很早以前就回答过，男人失去性能力，就像失去双手，只要他思想胸怀依然保持乐观向上的精神，我会更爱他。但假如他有性能力却不干我，就像有双手却不干活，那我不客气，坚决远离这种健康残疾人!  祥见博文 http://t.cn/zHj2YyA  ,,无,无,无,2013-06-09 00:14,新浪博客,13,4,18
zAuWcvu1z,我写出来这些不是要女同胞们都大公无私便宜了对方，而是想说，人生遇到难题，只能抓大头儿扔小头儿，大小头儿都抓的结局，注定两手空空，至于哪头儿大哪头儿小，每个人可以自定义。只要你经过一定风雨，走过一定山头，趟过一定烂泥后终于开窍，还认定你没有为了蝇头小利而错过美丽人生，就好。  ,,无,无,无,2013-06-08 18:38,微博 weibo.com,10,9,9
zAuHQd4Ks,好多网友给我写信，说婚姻虽不幸，但因经济分歧，不肯便宜男方而坚决死拖，这我就不理解了，我当年刚领完结婚证公婆就离婚了，公公遇到经济难题，我二话没说就拿出婚前积蓄(巨款哦)借给公公，后前夫闹外遇，我闹离婚，为了早日离婚，我可没精力再要回这笔钱呢，典型的要命不要钱啊。  ,,无,无,无,2013-06-08 18:02,微博 weibo.com,3,6,11
zAuEDBSFe,网友问: 当时你前夫不肯离婚，你是怎样说服他的呢? 还是诉讼解决? 会这么问是因为我也遇上同样的问题啦。答: 我当时一个人在天津无亲无故又要办出国又要学德语，没精力搞诉讼，经济上的分歧我盖不计较，要命不要钱，直拖到登机前一个月，才办理的离婚。祝你顺利走出来，一切都会好起来的!  ,,无,无,无,2013-06-08 17:54,微博 weibo.com,2,1,7
zAu3BE2Qe,"电脑需对接一个配件，家里那么多插头，居然没一个合适，老公说""电脑每个配件都需要特制的插头，真讨厌。"" 我说""哪像咱们俩，一上来就能无缝对接。"" 他说""那还不是因为我有个万能插头(Universalstecker)。"" 我说""哼，你只不过才一个万能插头，我可是有三个万能插座哦。""  ",,无,无,无,2013-06-08 16:23,微博 weibo.com,3,5,19
zAllowWVi,网友说：你打击德国二婚男有何意义哦，能够打击到国内因自己无耻低成本离婚还得瑟的二婚男才值得爽啊。----靠我一个人累死也打击不完啊，中国女人自己争风吃醋一盘散沙，从做母亲起就让男孩子登鼻子上脸，长大了能学会尊重女性嘛! 哪像德国女人抱作一团，不追捧二婚男，不容忍丈夫偷情，不娇惯男孩...  ,,无,无,无,2013-06-07 18:12,微博 weibo.com,9,20,46
zAlbN7WMT,我这人也够坏的，在国内饱尝了女人离婚就掉价的打击，来到德国后，猛然发现德国二婚男日子更不好过，感觉那叫爽啊，立马咸鱼翻身，穷人乍富，抖了起来。我知道，我这样很不好，可是，可是，死活拦不住我落井下石幸灾乐祸的小人之心啊，让我过过瘾，好好打击下二婚稻草男吧，我倒要看看谁最后变成了宝!  ,,无,无,无,2013-06-07 17:49,微博 weibo.com,6,2,21
zAl43x1vF,"我很幸运，刚来德国没多久，就有个学社会学的师姐根据她们社研调查结果谆谆告诫我们""千万别碰德国二婚男，不但经济缩水，而且不易再婚，又臭又硬，跟中国二婚男香饽饽的待遇截然不同。"" 听人劝吃饱饭，经我多年潜心观察，得出同样的结论----关爱青春，远离德国二婚男。  ",,无,无,无,2013-06-07 17:30,微博 weibo.com,8,2,5
zAkW12pRM,德国人不爱结婚，尤其离异男更不愿再婚。纵观嫁给德国人的中国同学，不管女方在国内离婚与否带孩与否，嫁的都是德国初婚男，那些与德国离异男谈恋爱的中国女孩，最终反而黯然分手，因为在德国，离过婚的男人，都被法院律师前妻狠狠扒了一层皮，谈婚色变，再也不敢结了，呵呵。  ,,无,无,无,2013-06-07 17:10,微博 weibo.com,6,9,27
